Veamos,afirman nació Quito Inca Garcilaso Vega Antonio Vázquez Espinoza Pedro Pizarro Agustín Zárate Pedro Gutiérrez Santa Clara y Francisco López Guamán Poma Ayala afirma nació Niza Juan Velasco Historia Quito Huaina Cápac casado descendiente etnia scyris reino unión nació Atahualpa
afirman nació Quito Inca Garcilaso Vega Antonio Vázquez Espinoza Pedro Pizarro Agustín Zárate Pedro Gutiérrez Santa Clara y Francisco López Guamán Poma Ayala afirma nació Niza Juan Velasco Historia Quito Huaina Cápac casado descendiente etnia scyris reino unión nació Atahualpa,Atahualpa Inca destacó espíritu guerrero ganándose confianza padre y constituyéndose preferido
Atahualpa Inca destacó espíritu guerrero ganándose confianza padre y constituyéndose preferido,Sucesión enfermedad y muerte Huaina Cápac establecido orden sucesión opción hijo opción Huáscar Inca
Sucesión enfermedad y muerte Huaina Cápac establecido orden sucesión opción hijo opción Huáscar Inca,Atahualpa Inca planes iniciales
Atahualpa Inca planes iniciales,versión sostenida cronistas Pedro Sarmiento Gamboa Juan Santa Cruz Pachacuti Yamqui Bernabé Cobo Martín Murúa y Miguel Cabello Balboa
versión sostenida cronistas Pedro Sarmiento Gamboa Juan Santa Cruz Pachacuti Yamqui Bernabé Cobo Martín Murúa y Miguel Cabello Balboa,asegurarse elección Huaina Cápac consultó augures
asegurarse elección Huaina Cápac consultó augures,villaoma partió a sacrificios callpa fuerza o alma o cuerpo Huaina Cápac cayó enfermo viruela Quito
villaoma partió a sacrificios callpa fuerza o alma o cuerpo Huaina Cápac cayó enfermo viruela Quito,gravedad situación embajada Huaina Cápac incas
gravedad situación embajada Huaina Cápac incas,Murió determinar heredero
Murió determinar heredero,especial comandada Cusi Topa Yupanqui enviada a Tumipampa avise a Ninancuyuchi decisión padre reemplazante trono imperial
especial comandada Cusi Topa Yupanqui enviada a Tumipampa avise a Ninancuyuchi decisión padre reemplazante trono imperial,villaoma regresó a Quito desalentado respuestas negativas augures
villaoma regresó a Quito desalentado respuestas negativas augures,enviados a Tumipampa retornaron a Quito
enviados a Tumipampa retornaron a Quito,Llegaron fatal noticia Ninancuyuchi fallecido
Llegaron fatal noticia Ninancuyuchi fallecido,malos informes pudieron escuchados Zapa Inca Huaina Cápac dejado existir
malos informes pudieron escuchados Zapa Inca Huaina Cápac dejado existir,Atahualpa Inca Yupanqui Biografías contienda política Tahuantinsuyu quedado acéfalo gobernante oficial real
Atahualpa Inca Yupanqui Biografías contienda política Tahuantinsuyu quedado acéfalo gobernante oficial real,situación incertidumbre orejones corte imperial Quito urdieron estratagema
situación incertidumbre orejones corte imperial Quito urdieron estratagema,Decidieron momia Huaina Cápac Cusco estuviera vivo generar desconcierto Atahualpa Inca y grupo nobles quedaron sospechosamente Quito
Decidieron momia Huaina Cápac Cusco estuviera vivo generar desconcierto Atahualpa Inca y grupo nobles quedaron sospechosamente Quito,cambio Raura Ocllo Coya madre Huáscar Inca salió apresuradamente Quito rumbo Cusco noticia a hijo
cambio Raura Ocllo Coya madre Huáscar Inca salió apresuradamente Quito rumbo Cusco noticia a hijo,intenciones convencer a nobles orejones nombren a Huáscar Inca Zapa Inca
intenciones convencer a nobles orejones nombren a Huáscar Inca Zapa Inca,recién comitiva momia Huaina Cápac a Limatambo Cusco
recién comitiva momia Huaina Cápac a Limatambo Cusco,llegar comitiva Ombligo Mundo Huáscar Inca encolerizó comprobó Atahualpa Inca confirmándose versión madre
llegar comitiva Ombligo Mundo Huáscar Inca encolerizó comprobó Atahualpa Inca confirmándose versión madre,Culpó a orejones haberlo llevado
Culpó a orejones haberlo llevado,Atahualpa Inca desacatado orden dada hermano auqui trasladarse a capital imperial
Atahualpa Inca desacatado orden dada hermano auqui trasladarse a capital imperial,Huáscar Inca perdió confianza a Atahualpa Inca y a creer llevaron momia Huaina Cápac cómplices tamaña ofensa a investidura imperial
Huáscar Inca perdió confianza a Atahualpa Inca y a creer llevaron momia Huaina Cápac cómplices tamaña ofensa a investidura imperial,dispuso matasen a orejones comitiva venida Quito cosa cumplió acto
dispuso matasen a orejones comitiva venida Quito cosa cumplió acto,castigo cronistas Cusco Limatambo
castigo cronistas Cusco Limatambo,orejones a Huáscar Inca ejecutar pertenecían linaje Pachacútec Inca Yupanqui
orejones a Huáscar Inca ejecutar pertenecían linaje Pachacútec Inca Yupanqui,principal Cusi Topa Yupanqui
principal Cusi Topa Yupanqui,medida molestó a panacas Hanan Cusco
medida molestó a panacas Hanan Cusco,lucha panacas Atahualpa Inca dirigió a Tumipampa construir edificios públicos imperiales presuntamente homenaje a Huáscar Inca
lucha panacas Atahualpa Inca dirigió a Tumipampa construir edificios públicos imperiales presuntamente homenaje a Huáscar Inca,intrigas cortesanas Ombligo Mundo incrementaron
intrigas cortesanas Ombligo Mundo incrementaron,huascaristas veían actos Atahualpa Inca inminencia traición y atahualpistas creían percibir gesto Huáscar Inca deseos hegemonía beneficios Imperio excluyéndolo
huascaristas veían actos Atahualpa Inca inminencia traición y atahualpistas creían percibir gesto Huáscar Inca deseos hegemonía beneficios Imperio excluyéndolo,insinuaciones aumentaron desconfianza y acrecentaron mutuo resentimiento hermanos
insinuaciones aumentaron desconfianza y acrecentaron mutuo resentimiento hermanos,males Ullco Colla curaca Tumipampa envió mensajeros a Huáscar Inca haciéndole Atahualpa Inca intentaba sublevarse
males Ullco Colla curaca Tumipampa envió mensajeros a Huáscar Inca haciéndole Atahualpa Inca intentaba sublevarse,Huáscar Inca volvió a enfurecerse
Huáscar Inca volvió a enfurecerse,culpó a madre y hermana permitido Atahualpa Inca quedase norte
culpó a madre y hermana permitido Atahualpa Inca quedase norte,Atahualpa Inca peligro trono
Atahualpa Inca peligro trono,Probable año nacimiento Atahualpa hijo Huaina Cápac y ñusta Tupa Palla
Probable año nacimiento Atahualpa hijo Huaina Cápac y ñusta Tupa Palla,Probable año muerte Huaina Cápac y comienzo reinado Atahualpa Inca norte Tahuantinsuyu
Probable año muerte Huaina Cápac y comienzo reinado Atahualpa Inca norte Tahuantinsuyu,Empieza guerra civil Atahualpa Inca y Huáscar Inca apropiarse imperio
Empieza guerra civil Atahualpa Inca y Huáscar Inca apropiarse imperio,tropas Atahualpa Inca derrotan definitivamente a Huáscar Inca batalla Guanacopampa Apurímac
tropas Atahualpa Inca derrotan definitivamente a Huáscar Inca batalla Guanacopampa Apurímac,Huáscar Inca cae preso
Huáscar Inca cae preso,Atahualpa Inca iba Cusco a tomar posesión Imperio informado españoles dirigían a Cajamarca
Atahualpa Inca iba Cusco a tomar posesión Imperio informado españoles dirigían a Cajamarca,y acampa Baños Inca
y acampa Baños Inca,noviembre
noviembre,Llegan españoles a llacta Cajamarca e invitan a Atahualpa Inca a visitarlos
Llegan españoles a llacta Cajamarca e invitan a Atahualpa Inca a visitarlos,noviembre
noviembre,Pizarro caer emboscada a Atahualpa Inca y apresa
Pizarro caer emboscada a Atahualpa Inca y apresa,julio Atahualpa Inca ahorcado españoles
julio Atahualpa Inca ahorcado españoles,cuerpo sepultado julio
cuerpo sepultado julio,personaje y Biografías Atahualpa Inca Yupanqui desgracia Huáscar Inca Atahualpa Inca preferido militares cuyos mandos importantes quedado Quito y Tumipampa
personaje y Biografías Atahualpa Inca Yupanqui desgracia Huáscar Inca Atahualpa Inca preferido militares cuyos mandos importantes quedado Quito y Tumipampa,Mensajeros especiales Atahualpa Inca llevaron Cusco ricos presentes Huáscar Inca apaciguarlo y ganar
Mensajeros especiales Atahualpa Inca llevaron Cusco ricos presentes Huáscar Inca apaciguarlo y ganar,advertido Huáscar Inca cayó trampa y obsequios menospreciados y dichos mensajeros ejecutados
advertido Huáscar Inca cayó trampa y obsequios menospreciados y dichos mensajeros ejecutados,pieles secadas convertirlas cueros tambores guerra
pieles secadas convertirlas cueros tambores guerra,Huáscar Inca burla y provocación llegar a Atahualpa Inca prendas y joyas femeninas
Huáscar Inca burla y provocación llegar a Atahualpa Inca prendas y joyas femeninas,Guerra leyenda y mitología actitudes dignas animadversión hermanos aumentó
Guerra leyenda y mitología actitudes dignas animadversión hermanos aumentó,aprovecharon generales Atahualpa Inca y convencieron haga pública rebelión
aprovecharon generales Atahualpa Inca y convencieron haga pública rebelión,A guerra civil desató
A guerra civil desató,ejércitos entraron campaña pelear hegemonía Tahuantinsuyu
ejércitos entraron campaña pelear hegemonía Tahuantinsuyu,Atahualpa Inca Tumipampa preparativos contienda cayó prisionero
Atahualpa Inca Tumipampa preparativos contienda cayó prisionero,apresado cañaris leales a Huáscar Inca cronistas
apresado cañaris leales a Huáscar Inca cronistas,derrotado tropas enviadas Cusco Huáscar Inca cronistas
derrotado tropas enviadas Cusco Huáscar Inca cronistas,encerrado tambo real liberado noche partidarios
encerrado tambo real liberado noche partidarios,mamacuna proporcionó barra cobre forado pared y logró escabullirse notado vigilantes festejaban triunfo
mamacuna proporcionó barra cobre forado pared y logró escabullirse notado vigilantes festejaban triunfo,Atahualpa Inca aprovechó astutamente episodio creer Inti transformado amaru serpiente escaparse rendija tambo real
Atahualpa Inca aprovechó astutamente episodio creer Inti transformado amaru serpiente escaparse rendija tambo real,leyenda propaló Imperio y convirtió a Atahualpa Inca mítico elegido dioses
leyenda propaló Imperio y convirtió a Atahualpa Inca mítico elegido dioses,tropas Atahualpa Inca reorganizaron Quito
tropas Atahualpa Inca reorganizaron Quito,ejército pertrechado volvió a Tumipampa tomando dicha plaza
ejército pertrechado volvió a Tumipampa tomando dicha plaza,Atahualpa Inca vengó cañaris destruyó ciudad fundada Túpac Yupanqui y convertida Huaina Cápac llacta preferida
Atahualpa Inca vengó cañaris destruyó ciudad fundada Túpac Yupanqui y convertida Huaina Cápac llacta preferida,dirigió a costa norte destruyendo poblados Tumbes
dirigió a costa norte destruyendo poblados Tumbes,tomar curacazgo Puná partidario Huáscar Inca y quedaba isla nombre golfo Guayaquil Atahualpa Inca reunió respetable flota balsas a invadirlo tierra firme
tomar curacazgo Puná partidario Huáscar Inca y quedaba isla nombre golfo Guayaquil Atahualpa Inca reunió respetable flota balsas a invadirlo tierra firme,Avisado intenciones inca curaca Puná isla
Avisado intenciones inca curaca Puná isla,Atahualpa Inca embarcó a tropa Puná y curaca isla salió a encuentro
Atahualpa Inca embarcó a tropa Puná y curaca isla salió a encuentro,mar ambas flotillas guerra encontraron y trabó feroz combate
mar ambas flotillas guerra encontraron y trabó feroz combate,Atahualpa Inca herido pierna y tropas llevaron y tuvieron retirarse a tierra firme
Atahualpa Inca herido pierna y tropas llevaron y tuvieron retirarse a tierra firme,trasladaron a Quito
trasladaron a Quito,victorioso curaca Puná invadió Tumbes arrasó y castigó a guarnición dejada Atahualpa Inca tomando centenares prisioneros
victorioso curaca Puná invadió Tumbes arrasó y castigó a guarnición dejada Atahualpa Inca tomando centenares prisioneros,Francisco Pizarro a sitio encontró a cautivos atahualpistas
Francisco Pizarro a sitio encontró a cautivos atahualpistas,guerra civil Huáscar Inca derrotado y apresado dibujo Guamán Poma Ayala
guerra civil Huáscar Inca derrotado y apresado dibujo Guamán Poma Ayala,Atahualpa Inca Yupanqui Biografías Huáscar Inca mostraba liderazgo Huáscar Inca elegido nobleza cusqueña Zapa Inca mostraba Cusco gobernante pusilánime violento cruel y desatinado
Atahualpa Inca Yupanqui Biografías Huáscar Inca mostraba liderazgo Huáscar Inca elegido nobleza cusqueña Zapa Inca mostraba Cusco gobernante pusilánime violento cruel y desatinado,logró captar simpatía clase dirigente incaica respeto generales ejército Huaina Cápac hallaban ciudad capital
logró captar simpatía clase dirigente incaica respeto generales ejército Huaina Cápac hallaban ciudad capital,impopular asistía a agasajos y comidas panacas solían plaza principal Cusco guardia personal a integrantes ayllus custodios desconfiando
impopular asistía a agasajos y comidas panacas solían plaza principal Cusco guardia personal a integrantes ayllus custodios desconfiando,reemplazo grupo especial cañaris y chachapuyas pasaron a formar guardia despojar a panacas haciendas y bienes
reemplazo grupo especial cañaris y chachapuyas pasaron a formar guardia despojar a panacas haciendas y bienes,colmó indignación nobleza cusqueña decisión Huáscar Inca enterrar momias panaca conservaba
colmó indignación nobleza cusqueña decisión Huáscar Inca enterrar momias panaca conservaba,oyeron Cusco momias vivos
oyeron Cusco momias vivos,grave costumbres cusqueñas momias difuntos incas conservaban estuviesen vida rodeadas mujeres y servidores
grave costumbres cusqueñas momias difuntos incas conservaban estuviesen vida rodeadas mujeres y servidores,Suyos mejores campos afueras Cusco muertos gozaban mayores riquezas y privilegios vivos
Suyos mejores campos afueras Cusco muertos gozaban mayores riquezas y privilegios vivos,cuerpos pasados soberanos reunía numeroso séquito sustentaba a costa panacas y ocupaba capital recíprocas fiestas borracheras y comilonas María Rostworowski
cuerpos pasados soberanos reunía numeroso séquito sustentaba a costa panacas y ocupaba capital recíprocas fiestas borracheras y comilonas María Rostworowski,intenciones Huáscar Inca despertaron rencor miembros panacas servidores y paniagudos
intenciones Huáscar Inca despertaron rencor miembros panacas servidores y paniagudos,Huáscar Inca notar rechazo quiso pasarse Hanan Cusco Hurin Cusco
Huáscar Inca notar rechazo quiso pasarse Hanan Cusco Hurin Cusco,cambio Atahualpa Inca diez años intrigas corte cusqueña ganando adeptos
cambio Atahualpa Inca diez años intrigas corte cusqueña ganando adeptos,respaldado ejército imperial y generales experimentados y hábiles
respaldado ejército imperial y generales experimentados y hábiles,campaña norteña Huáscar Inca envió órdenes Atoc numeroso ejército a Tumipampa
campaña norteña Huáscar Inca envió órdenes Atoc numeroso ejército a Tumipampa,ocasión símbolo cualquiera enarbolaba ejército
ocasión símbolo cualquiera enarbolaba ejército,hermosa estatua oro Inti encabezaba dicha marcha
hermosa estatua oro Inti encabezaba dicha marcha,Atahualpa Inca Quito mandó a tropas a órdenes generales Challcochima Quízquiz Rumiñahui y Ucamari
Atahualpa Inca Quito mandó a tropas a órdenes generales Challcochima Quízquiz Rumiñahui y Ucamari,encuentro ejércitos Chillopampa triunfando tropas Atoc
encuentro ejércitos Chillopampa triunfando tropas Atoc,Miguel Cabello Balboa cronista encuentro Mullihambato
Miguel Cabello Balboa cronista encuentro Mullihambato,cronista batalla salieron victoriosas tropas Atahualpa Inca
cronista batalla salieron victoriosas tropas Atahualpa Inca,Pedro Cieza León batalla ejércitos incas
Pedro Cieza León batalla ejércitos incas,evidente campaña norteña victoria correspondió a tropas atahualpistas
evidente campaña norteña victoria correspondió a tropas atahualpistas,campaña murió Ullco Colla curaca Tumipampa
campaña murió Ullco Colla curaca Tumipampa,generales Atoc y Hango cayeron prisioneros y cruelmente victimados
generales Atoc y Hango cayeron prisioneros y cruelmente victimados,versión volvieron ciegos y abandonaron paraje solitario murieron hambre y sed
versión volvieron ciegos y abandonaron paraje solitario murieron hambre y sed,murieron presencia enemigos
murieron presencia enemigos,pieles habría tambores guerra
pieles habría tambores guerra,cráneo Atoc mandó Challcochima recipiente adornos oro beber chicha cronista
cráneo Atoc mandó Challcochima recipiente adornos oro beber chicha cronista,españoles disparan a diestra y siniestra orejones tratan sostener anda Inca
españoles disparan a diestra y siniestra orejones tratan sostener anda Inca,Biografías Atahualpa Inca Yupanqui Campaña sierra central ejército huascarista mando orejones Huanca Auqui Ahuapanti Urco Huaranca e Inca salió Cusco dirección norte
Biografías Atahualpa Inca Yupanqui Campaña sierra central ejército huascarista mando orejones Huanca Auqui Ahuapanti Urco Huaranca e Inca salió Cusco dirección norte,ejército atahualpista comandado Quízquiz y Challcochima a encuentro
ejército atahualpista comandado Quízquiz y Challcochima a encuentro,enfrentaron ejércitos Caxabamba saliendo derrotados huascaristas
enfrentaron ejércitos Caxabamba saliendo derrotados huascaristas,Huanca Auqui logró huir y reorganizó tropas Cajamarca
Huanca Auqui logró huir y reorganizó tropas Cajamarca,a batallas campaña a definir a favor tropas atahualpistas a extremo huascaristas protegieron retirada Cusco
a batallas campaña a definir a favor tropas atahualpistas a extremo huascaristas protegieron retirada Cusco,importantes dichas batallas Cocha Huailla Huambo Pumpu meseta Bombón Jauja valle Mantaro y Vilcas Ayacucho
importantes dichas batallas Cocha Huailla Huambo Pumpu meseta Bombón Jauja valle Mantaro y Vilcas Ayacucho,Defensa capital imperial Atahualpa Inca quedado Cajamarca
Defensa capital imperial Atahualpa Inca quedado Cajamarca,victoriosas tropas hallaban Curahuasi pasando Andahuaylillas sureste Cusco provincia Quispicanchis Huáscar Inca multiplicó rogativas a huacas
victoriosas tropas hallaban Curahuasi pasando Andahuaylillas sureste Cusco provincia Quispicanchis Huáscar Inca multiplicó rogativas a huacas,respuestas negativas cayó desánimo
respuestas negativas cayó desánimo,inminente invasión Ombligo Mundo obligado a frente a situación
inminente invasión Ombligo Mundo obligado a frente a situación,Reorganizó ejército
Reorganizó ejército,dividió frentes comandado custodiado nobles guerreros Hurin Cusco cañaris y chachapuyas
dividió frentes comandado custodiado nobles guerreros Hurin Cusco cañaris y chachapuyas,Uampa Yupanqui dirigió ejército Cotabambas a retrocedido tropas Atahualpa Inca
Uampa Yupanqui dirigió ejército Cotabambas a retrocedido tropas Atahualpa Inca,tercero jefatura Huanca Auqui misión vigilar y atacar enemigo sorpresa
tercero jefatura Huanca Auqui misión vigilar y atacar enemigo sorpresa,Mascapaycha y Catequil noticias Atahualpa Inca dirigió a Tumipampa ciñó mascapaycha y convirtió Zapa Inca
Mascapaycha y Catequil noticias Atahualpa Inca dirigió a Tumipampa ciñó mascapaycha y convirtió Zapa Inca,Huáscar Inca atemorizado malas novedades reorganizó ejército tropas reclutadas charcas canchis canas y collas
Huáscar Inca atemorizado malas novedades reorganizó ejército tropas reclutadas charcas canchis canas y collas,Mandó rogativas y ofrendas especiales huacas imperio
Mandó rogativas y ofrendas especiales huacas imperio,zapa incas cosa sucedía Tahuantinsuyu aprestaron a contienda
zapa incas cosa sucedía Tahuantinsuyu aprestaron a contienda,Atahualpa Inca dirigió sur y Huamachuco
Atahualpa Inca dirigió sur y Huamachuco,Envió a villaomas a consulten a huaca Catequil cuyo santuario hallaba Porcón Santiago Chuco Libertad dios dominante sierra norte Andes Carangue
Envió a villaomas a consulten a huaca Catequil cuyo santuario hallaba Porcón Santiago Chuco Libertad dios dominante sierra norte Andes Carangue,Regresaron diciendo oráculo pronosticado
Regresaron diciendo oráculo pronosticado,enfureció Zapa Inca y a castigarlo
enfureció Zapa Inca y a castigarlo,templo Catequil salió encuentro anciano sacerdote vestido larga túnica llena conchas mar
templo Catequil salió encuentro anciano sacerdote vestido larga túnica llena conchas mar,alabarda oro Atahualpa Inca destrozó cráneo y mató
alabarda oro Atahualpa Inca destrozó cráneo y mató,destruir santuario
destruir santuario,Requerimiento a Atahualpa Inca dominico Vicente Valverde presencia Hernando Aldana y Felipillo
Requerimiento a Atahualpa Inca dominico Vicente Valverde presencia Hernando Aldana y Felipillo,Atahualpa Inca Yupanqui Biografías Guanacopampa ejércitos encontraron Guanacopampa distrito Tambobamba provincia Cotabambas Región escalón huascarista entró batalla comandado Uampa Yupanqui
Atahualpa Inca Yupanqui Biografías Guanacopampa ejércitos encontraron Guanacopampa distrito Tambobamba provincia Cotabambas Región escalón huascarista entró batalla comandado Uampa Yupanqui,Enterado atahualpistas muerto Tomay Rima y motivo anticipándose a victoria Huáscar Inca ordenó participación escalones
Enterado atahualpistas muerto Tomay Rima y motivo anticipándose a victoria Huáscar Inca ordenó participación escalones,lucha destacaron hermanos Tito Atauchi y Topa Atao
lucha destacaron hermanos Tito Atauchi y Topa Atao,batalla encarnizada
batalla encarnizada,Duró y ejércitos rindió
Duró y ejércitos rindió,anochecer Quízquiz y Challcochimase replegaron a colina cercana
anochecer Quízquiz y Challcochimase replegaron a colina cercana,Huáscar Inca notar hierba seca rodeaba prendieran fuego
Huáscar Inca notar hierba seca rodeaba prendieran fuego,Abrasados incendio murieron soldados atahualpistas
Abrasados incendio murieron soldados atahualpistas,jefes ordenaron retirada y cruzaron río Cotabambas Huáscar Inca cometió error perseguirlos
jefes ordenaron retirada y cruzaron río Cotabambas Huáscar Inca cometió error perseguirlos,Topa Atao encuentro Challcochima hondonada Challcochima derrotó y tomó prisionero
Topa Atao encuentro Challcochima hondonada Challcochima derrotó y tomó prisionero,avisar a Quízquiz tomara preso soberano retaguardia
avisar a Quízquiz tomara preso soberano retaguardia,Huáscar Inca cayó emboscada y prisionero
Huáscar Inca cayó emboscada y prisionero,seguida Challcochima tomó andas subió a llevada partidarios y haciéndose pasar Zapa Inca dirigió a Guanacopampa pertrechado ejército Huáscar Inca
seguida Challcochima tomó andas subió a llevada partidarios y haciéndose pasar Zapa Inca dirigió a Guanacopampa pertrechado ejército Huáscar Inca,principio creyeron volvía inca victorioso
principio creyeron volvía inca victorioso,hábil Challcochima soltó a prisionero avisara Zapa Inca caído
hábil Challcochima soltó a prisionero avisara Zapa Inca caído,tropas rivales totalmente desconcertadas emprendieron huida río Cotabambas
tropas rivales totalmente desconcertadas emprendieron huida río Cotabambas,pasaban a orilla cayeron tropas Challcochima derrotaron y tomaron prisionero Tito Atauchi
pasaban a orilla cayeron tropas Challcochima derrotaron y tomaron prisionero Tito Atauchi,Toma ciudad imperial apresado Huáscar Inca custodia especial Quiuipay
Toma ciudad imperial apresado Huáscar Inca custodia especial Quiuipay,victoriosas tropas atahualpistas avanzaron Cusco
victoriosas tropas atahualpistas avanzaron Cusco,Arribaron a Yavira descansar y recibir órdenes Atahualpa Inca usurpador Zapa Inca
Arribaron a Yavira descansar y recibir órdenes Atahualpa Inca usurpador Zapa Inca,Informados dichos sucesos llegaron a Yavira personajes importantes nobleza cusqueña rendir homenaje a Atahualpa Inca representado estatua doble o huauque llamado Ticsi Cápac
Informados dichos sucesos llegaron a Yavira personajes importantes nobleza cusqueña rendir homenaje a Atahualpa Inca representado estatua doble o huauque llamado Ticsi Cápac,Challcochima ordenó castigo ejemplar huascarista Huanca Auqui y villaomas Apo Challco Yupanqui y Rupaca culpados entregado mascapaycha a Huáscar Inca
Challcochima ordenó castigo ejemplar huascarista Huanca Auqui y villaomas Apo Challco Yupanqui y Rupaca culpados entregado mascapaycha a Huáscar Inca,atahualpistas tomaron Cusco contratiempo
atahualpistas tomaron Cusco contratiempo,Enaltecido victoria Atahualpa Inca envió a Cusi Yupanqui Cusco poderes especiales castigar a partidarios Huáscar Inca
Enaltecido victoria Atahualpa Inca envió a Cusi Yupanqui Cusco poderes especiales castigar a partidarios Huáscar Inca,disposición precisa descubierto llegada aniquilar panaca Túpac Inca Yupanqui y linaje Huáscar Inca
disposición precisa descubierto llegada aniquilar panaca Túpac Inca Yupanqui y linaje Huáscar Inca,efecto mujeres hijos y deudos Huáscar Inca ejecutados
efecto mujeres hijos y deudos Huáscar Inca ejecutados,Destruyeron mallqui Túpac Inca Yupanqui quemándolo despoblado
Destruyeron mallqui Túpac Inca Yupanqui quemándolo despoblado,acto considerado vil castigos
acto considerado vil castigos,persiguieron y mataron a integrantes panaca incluyendo a mamaconas yanas y servidumbre
persiguieron y mataron a integrantes panaca incluyendo a mamaconas yanas y servidumbre,Grabado colonial muerte Atahualpa Inca
Grabado colonial muerte Atahualpa Inca,Biografías Atahualpa Inca Yupanqui Extraños y fieros barbados Atahualpa Inca encontraba Huamachuco preparándose viajar Cusco llegaron mensajeros enviados curacas Paita y Tumbes
Biografías Atahualpa Inca Yupanqui Extraños y fieros barbados Atahualpa Inca encontraba Huamachuco preparándose viajar Cusco llegaron mensajeros enviados curacas Paita y Tumbes,informaron Zapa Inca llegado extraños personajes habitaban casas flotantes y montaban enormes animales
informaron Zapa Inca llegado extraños personajes habitaban casas flotantes y montaban enormes animales,Atahualpa Inca ordenó a Huáscar Inca llevasen a Cajamarca dirigió desplazamiento barbados tierras imperio
Atahualpa Inca ordenó a Huáscar Inca llevasen a Cajamarca dirigió desplazamiento barbados tierras imperio,Francisco Pizarro y tropa enteraron noticias estando Tangarará fundaron ciudad San Miguel
Francisco Pizarro y tropa enteraron noticias estando Tangarará fundaron ciudad San Miguel,Pizarro calculó acciones y apresuró
Pizarro calculó acciones y apresuró,Sabía curso historia a favor
Sabía curso historia a favor,acercaba Tahuantinsuyu
acercaba Tahuantinsuyu,noviembre Pizarro a llacta Cajamarca Atahualpa Inca esperaba Baños Inca a km ciudad
noviembre Pizarro a llacta Cajamarca Atahualpa Inca esperaba Baños Inca a km ciudad,apearse caballo Pizarro ordenó a Hernando Soto y a Hernando Pizarro fueran a invitarlo Inca
apearse caballo Pizarro ordenó a Hernando Soto y a Hernando Pizarro fueran a invitarlo Inca,Atahualpa Inca mostró sereno seguro soberbio embajada y ofreció visitarlos
Atahualpa Inca mostró sereno seguro soberbio embajada y ofreció visitarlos,tomó previsión guerrera
tomó previsión guerrera,cambio españoles prepararon emboscada
cambio españoles prepararon emboscada,ocultaba Inti comitiva Pizarro a Cajamarca
ocultaba Inti comitiva Pizarro a Cajamarca,Atahualpa Inca Señor Chincha y Señor Cajamarca presentaron relucientes andas e ingresaron a plaza Cajamarca
